pspE 318 71
pssA 729 72
pstA 1089 79
pstB 741 78
pstC 915 79
pstS 996 78
pta 1503 70
pth 546 72
ptmA 771 67
ptmF 906 67
pulE 1560 70
pulG 516 79
pulO 777 71
purA 1251 79
purB 1369 87
purC 711 71
purD 1251 72
purF 1338 72
purH 1533 71
purM 990 79
purU 825 70
puuD 603 61
pvdE 1632 77
pxpA 768 72
pxpB 741 72
pxpC 966 72
pyrB 888 72
pyrC 1008 71
pyrD 1059 72
pyrE 609 72
qdoI 342 71
queA 1032 71
queC 675 79
queD 582 72
queE 744 72
queF 384 69
racX 696 68
rarA 1182 65
rbfA 363 78
recA 1032 72
recB 2772 78
recJ 1572 71
recN 1524 69
repL 873 22
rfbA 879 18
rfbC 546 24
rhaM 318 23
rhaT 873 25
ribA 561 72
ribE 612 72
ribF 855 72
ribH 465 72
ridA 363 77
rimI 447 72
rimO 1320 72
rimP 444 70
rlhA 1254 70
rlmB 684 71
rlmH 450 71
rluA 903 70
rmuC 435 72
rnc 675 72
rnhA 441 72
rnhB 576 72
rnjA 2031 79
rodZ 939 71
rpe 648 71
rpiB 438 71
rplA 702 72
rplB 831 79
rplC 576 79
rplD 615 79
rplE 543 79
rplF 537 79
rplI 444 76
rplJ 480 72
rplK 426 72
rplL 378 71
rplM 426 78
rplN 369 79
rplO 393 72
rplP 426 79
rplQ 354 79
rplR 357 72
rplS 357 66
rplT 354 77
rplU 309 79
rplV 444 79
rplW 282 79
rplX 234 79
rplY 537 79
rpmA 255 79
rpmB 195 73
rpmC 186 79
rpmE 201 70
rpmG 159 72
rpmH 135 68
rpmI 192 77
rpoA 1014 72
rpoB 4128 79
rpoC 4554 78
rpoN 1251 70
rpoZ 225 72
rppH 471 72
rpsB 792 72
rpsC 702 79
rpsD 627 79
rpsE 444 79
rpsF 378 72
rpsG 471 79
rpsH 396 79
rpsI 390 78
rpsJ 312 79
rpsK 393 79
rpsL 387 79
rpsM 366 79
rpsO 273 69
rpsP 228 65
rpsQ 252 79
rpsS 282 79
rpsT 264 72
rpsU 213 76
rpsZ 186 79
rqcH 1308 72
rsmA 801 72
rsmB 881 70
rsmD 702 77
rsmE 657 69
rsmH 933 67
rsuA 762 77
rusA 381 19
ruvC 555 75
ruvX 384 71
sIMPL 702 78
salC 816 70
salY 1291 71
sbmA 1200 69
sco1 561 71
sdaA 1371 71
sdaC 1251 70
sdhA 1992 72
sdhB 1074 73
sdhC 783 72
secC 114 24
secD 1581 72
secE 180 71
secF 972 72
secY 1266 72
selD 927 71
serA 1584 72
serB 636 25
serS 1236 71
sfcA 1275 72
shlB~~~trbC 1702 200
sixA 513 71
skfB 858 70
smpB 453 72
sodB 663 70
soxR~~~merR 432 76
speA 1833 73
spoT 2196 73
spoVK 1713 69
ssnA 1230 71
sucC 1164 70
suhB 723 70
surE 777 72
tACO1 708 79
tPR 705 71
tPR~~~pflB 2463 73
tagG~~~kpsM 783 72
tar~~~cetA 1381 73
tatA2 174 70
tatB 417 71
tatC 738 72
tatD 816 70
tauE 765 72
tcdA 657 78
tcpE 492 67
tcyP 1386 71
terC~~~phnA 720 141
tesA 1179 70
tetO 1920 36
tgt 1122 72
thiC 1293 72
thiE 606 71
thiF 804 71
thiL 822 78
thrA 1254 79
thrS 1809 79
thyX 624 68
tig 1383 71
tilS 1122 59
tkt 1899 72
tlpA 603 72
tlyA 762 70
tnpB 834 73
tnpV 375 29
tolC 1371 70
tolQ 555 71
tonB 685 92
torA 2517 38
torD 558 18
tpd 540 78
tpx 528 67
traG 777 17
traN 465 17
trbK 228 75
trkG 1344 72
trmL 468 71
trmN6 702 71
trpB 1179 70
trpC 777 33
trpD 1602 71
trpE 1251 71
trpF 600 71
truD 1119 78
trxA 315 77
tsaB 429 72
tsaC 423 72
tsaD 1008 70
tsaE 408 70
tsdA 1044 79
tssB 486 31
tssC 1455 31
tssF 1722 30
tssG 909 31
tssJ 447 29
tssK 1398 29
tssM 633 68
tuf 1200 71
tupA 810 68
tupC 996 58
tyrA 828 72
tyw1 1044 72
uRH1 1008 89
ubiA 885 71
ubiD 1803 74
ubiE 720 63
ubiG 894 66
ubiX 564 71
udg4 609 67
ulaG 1032 71
ung 696 71
upp 627 81
uppP 804 68
uppS 669 69
uraH 414 72
uup 1587 72
uvrB 1974 71
uvrC 1803 70
vacB 1935 69
vacJ~~~mlaA 703 70
vgrG 2649 53
waaC 1029 69
waaF 963 70
waaV 839 65
wcaA 1195 33
wcaG 942 41
wecE~~~degT 1074 72
wlaL~~~pglF 1773 71
wza~~~kpsD 1659 72
wzb 456 72
xerC 942 55
xerH 1095 66
xseB 174 71
xth 759 70
yIH1 585 70
yaaW 279 24
yaeI 1125 71
yafK 996 70
yajC 273 79
yajL 570 72
yajQ 492 72
ybbA 810 20
ybeY 411 71
ybhL 696 71
ycaO 3495 46
yccC 1086 74
yccU 414 69
yceI 573 76
ycfL 369 72
ycgM 891 77
ychF 1104 70
yciA 414 69
yckC 423 72
ydcH 216 72
ydfG 750 72
yedF 573 79
yeeA 3761 55
yeiH 1098 67
yfdV 912 71
yfhL 249 70
yfiH 681 72
ygaA 444 70
yggS 633 72
ygjP 648 83
yhbP 408 70
yheO 657 64
yhjE~~~uhpC 1364 145
yibQ 1083 72
yidD 372 69
yifB 1506 72
yiiM 669 72
yjjB 495 72
yjjP 777 72
ykgJ 375 72
ylqC 243 65
ylqH 282 71
ylxR 234 71
yncB 528 60
yobV 885 72
yocR 1335 71
yqaJ 855 18
yqeY 444 72
yqfC 562 96
yqhA 507 70
yraN 340 78
yrpB 1092 72
yuiF 1302 69
ywnB 636 23
zapA 276 33
zntA 2358 71
zntA~~~copA 2106 73
znuA 891 79
znuB 807 79
znuC 856 70
zupT 876 38
